Run	Short	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	BREED	Bytes	Center Name	Consent	Cultivar	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Ecotype	Experiment	Instrument	isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	sex	specimen	SRA Study	strain	tissue	sub_species
SRR9686429	Petfam	RNA-Seq	126	1449114030	PRJNA552202	SAMN12247957	Model organism or animal	not applicable	793456232	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445822	Illumina HiSeq 2500	not applicable	Petfam_LPA5_MXH3_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis famula	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Petfam_LPA5_MXH3_VE_M	male	Petfam_LPA5_MXH3_VE_M	SRP214209	not applicable	liver	
SRR9686430	Petfas	RNA-Seq	126	1733376960	PRJNA552202	SAMN12247962	Model organism or animal	not applicable	905467298	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445821	Illumina HiSeq 2500	not applicable	Petfas_LNA5_MAB5_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis fasciolatus	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Petfas_LNA5_MAB5_AD_F	female	Petfas_LNA5_MAB5_AD_F	SRP214209	not applicable	gonads	
SRR9686431	Petfam	RNA-Seq	126	1139414976	PRJNA552202	SAMN12247961	Model organism or animal	not applicable	582088733	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445820	Illumina HiSeq 2500	not applicable	Petfam_LPA5_MXH7_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis famula	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Petfam_LPA5_MXH7_BR_M	male	Petfam_LPA5_MXH7_BR_M	SRP214209	not applicable	brain	
SRR9686432	Permic	RNA-Seq	126	351277542	PRJNA552202	SAMN12247882	Model organism or animal	not applicable	174102269	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445819	Illumina HiSeq 2500	not applicable	Permic_MUC6_LYD3_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:25:00Z	1	Permic_MUC6_LYD3_BR_M	male	Permic_MUC6_LYD3_BR_M	SRP214209	not applicable	brain	
SRR9686433	Permic	RNA-Seq	126	3058587630	PRJNA552202	SAMN12247881	Model organism or animal	not applicable	1707086613	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445818	Illumina HiSeq 2500	not applicable	Permic_MUC6_LYC9_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:30:00Z	1	Permic_MUC6_LYC9_LP_M	male	Permic_MUC6_LYC9_LP_M	SRP214209	not applicable	lpj	
SRR9686434	Permic	RNA-Seq	126	1349117658	PRJNA552202	SAMN12247876	Model organism or animal	not applicable	761197234	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445817	Illumina HiSeq 2500	not applicable	Permic_LPD7_NCE3_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:29:00Z	1	Permic_LPD7_NCE3_LP_M	male	Permic_LPD7_NCE3_LP_M	SRP214209	not applicable	lpj	
SRR9686435	Permic	RNA-Seq	126	2019421656	PRJNA552202	SAMN12247875	Model organism or animal	not applicable	1089155525	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445816	Illumina HiSeq 2500	not applicable	Permic_LPD7_NCE2_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:31:00Z	1	Permic_LPD7_NCE2_GI_M	male	Permic_LPD7_NCE2_GI_M	SRP214209	not applicable	gills	
SRR9686436	Permic	RNA-Seq	126	1077699924	PRJNA552202	SAMN12247874	Model organism or animal	not applicable	561655049	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445815	Illumina HiSeq 2500	not applicable	Permic_LPD7_NCE1_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Permic_LPD7_NCE1_AD_M	male	Permic_LPD7_NCE1_AD_M	SRP214209	not applicable	gonads	
SRR9686437	Permic	RNA-Seq	126	1605214548	PRJNA552202	SAMN12247873	Model organism or animal	not applicable	936926258	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445814	Illumina HiSeq 2500	not applicable	Permic_LPD7_NCD9_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:31:00Z	1	Permic_LPD7_NCD9_VE_M	male	Permic_LPD7_NCD9_VE_M	SRP214209	not applicable	liver	
SRR9686438	Permic	RNA-Seq	126	1053783234	PRJNA552202	SAMN12247880	Model organism or animal	not applicable	616998866	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445813	Illumina HiSeq 2500	not applicable	Permic_MUC6_LYC8_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Permic_MUC6_LYC8_GI_M	male	Permic_MUC6_LYC8_GI_M	SRP214209	not applicable	gills	
SRR9686439	Permic	RNA-Seq	126	1021070862	PRJNA552202	SAMN12247879	Model organism or animal	not applicable	580216943	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445812	Illumina HiSeq 2500	not applicable	Permic_MUC6_LYC7_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:28:00Z	1	Permic_MUC6_LYC7_VE_M	male	Permic_MUC6_LYC7_VE_M	SRP214209	not applicable	liver	
SRR9686440	Permic	RNA-Seq	126	1152420948	PRJNA552202	SAMN12247878	Model organism or animal	not applicable	620371949	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445811	Illumina HiSeq 2500	not applicable	Permic_MUC6_LYC6_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Permic_MUC6_LYC6_AD_M	male	Permic_MUC6_LYC6_AD_M	SRP214209	not applicable	gonads	
SRR9686441	Permic	RNA-Seq	126	2538193518	PRJNA552202	SAMN12247877	Model organism or animal	not applicable	1385699423	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445810	Illumina HiSeq 2500	not applicable	Permic_LPD7_NCE4_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Perissodus microlepis	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:29:00Z	1	Permic_LPD7_NCE4_BR_M	male	Permic_LPD7_NCE4_BR_M	SRP214209	not applicable	brain	
SRR9686442	PcybrN	RNA-Seq	126	1229232060	PRJNA552202	SAMN12247822	Model organism or animal	not applicable	651201480	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445809	Illumina HiSeq 2500	not applicable	PcybrN_JXI3_KPF2_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI3_KPF2_LP_M	male	PcybrN_JXI3_KPF2_LP_M	SRP214209	not applicable	lpj	
SRR9686443	PcybrN	RNA-Seq	126	1340895276	PRJNA552202	SAMN12247821	Model organism or animal	not applicable	676357024	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445808	Illumina HiSeq 2500	not applicable	PcybrN_JXI3_KPF1_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	PcybrN_JXI3_KPF1_GI_M	male	PcybrN_JXI3_KPF1_GI_M	SRP214209	not applicable	gills	
SRR9686444	PcybrN	RNA-Seq	126	1223058312	PRJNA552202	SAMN12247820	Model organism or animal	not applicable	610837375	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445807	Illumina HiSeq 2500	not applicable	PcybrN_JXI3_KPE9_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	PcybrN_JXI3_KPE9_AD_M	male	PcybrN_JXI3_KPE9_AD_M	SRP214209	not applicable	gonads	
SRR9686445	PcybrN	RNA-Seq	126	941162292	PRJNA552202	SAMN12247819	Model organism or animal	not applicable	465221456	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445806	Illumina HiSeq 2500	not applicable	PcybrN_JXI3_KPE8_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	PcybrN_JXI3_KPE8_VE_M	male	PcybrN_JXI3_KPE8_VE_M	SRP214209	not applicable	liver	
SRR9686446	PcybrN	RNA-Seq	126	1416356550	PRJNA552202	SAMN12247818	Model organism or animal	not applicable	761744683	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445805	Illumina HiSeq 2500	not applicable	PcybrN_JXI2_KPE2_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:28:00Z	1	PcybrN_JXI2_KPE2_BR_M	male	PcybrN_JXI2_KPE2_BR_M	SRP214209	not applicable	brain	
SRR9686447	PcybrN	RNA-Seq	126	1156507758	PRJNA552202	SAMN12247817	Model organism or animal	not applicable	608650268	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445804	Illumina HiSeq 2500	not applicable	PcybrN_JXI2_KPE1_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI2_KPE1_LP_M	male	PcybrN_JXI2_KPE1_LP_M	SRP214209	not applicable	lpj	
SRR9686448	PcybrN	RNA-Seq	126	1464777846	PRJNA552202	SAMN12247816	Model organism or animal	not applicable	816923161	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445803	Illumina HiSeq 2500	not applicable	PcybrN_JXI2_KPD9_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI2_KPD9_GI_M	male	PcybrN_JXI2_KPD9_GI_M	SRP214209	not applicable	gills	
SRR9686449	Peteph	RNA-Seq	126	1160876556	PRJNA552202	SAMN12247909	Model organism or animal	not applicable	592403614	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445802	Illumina HiSeq 2500	not applicable	Peteph_IPC7_JGA2_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Peteph_IPC7_JGA2_GI_F	female	Peteph_IPC7_JGA2_GI_F	SRP214209	not applicable	gills	ephippium
SRR9686450	Peteph	RNA-Seq	126	1141226982	PRJNA552202	SAMN12247910	Model organism or animal	not applicable	577833886	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445801	Illumina HiSeq 2500	not applicable	Peteph_IPC7_JGA3_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Peteph_IPC7_JGA3_LP_F	female	Peteph_IPC7_JGA3_LP_F	SRP214209	not applicable	lpj	ephippium
SRR9686451	Peteph	RNA-Seq	126	1254947022	PRJNA552202	SAMN12247907	Model organism or animal	not applicable	670141466	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445800	Illumina HiSeq 2500	not applicable	Peteph_IPC1_JFH1_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Peteph_IPC1_JFH1_BR_F	female	Peteph_IPC1_JFH1_BR_F	SRP214209	not applicable	brain	ephippium
SRR9686452	Peteph	RNA-Seq	126	1154369538	PRJNA552202	SAMN12247908	Model organism or animal	not applicable	597564271	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445799	Illumina HiSeq 2500	not applicable	Peteph_IPC7_JFI9_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Peteph_IPC7_JFI9_AD_F	female	Peteph_IPC7_JFI9_AD_F	SRP214209	not applicable	gonads	ephippium
SRR9686453	Peteph	RNA-Seq	126	1158884748	PRJNA552202	SAMN12247905	Model organism or animal	not applicable	639630643	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445798	Illumina HiSeq 2500	not applicable	Peteph_IPC1_JFG8_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Peteph_IPC1_JFG8_LP_F	female	Peteph_IPC1_JFG8_LP_F	SRP214209	not applicable	lpj	ephippium
SRR9686454	Peteph	RNA-Seq	126	982865394	PRJNA552202	SAMN12247906	Model organism or animal	not applicable	511114055	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445797	Illumina HiSeq 2500	not applicable	Peteph_IPC1_JFG9_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Peteph_IPC1_JFG9_GI_F	female	Peteph_IPC1_JFG9_GI_F	SRP214209	not applicable	gills	ephippium
SRR9686455	Peteph	RNA-Seq	126	1275939630	PRJNA552202	SAMN12247903	Model organism or animal	not applicable	668676391	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445796	Illumina HiSeq 2500	not applicable	Peteph_IPC1_JFG4_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Peteph_IPC1_JFG4_AD_F	female	Peteph_IPC1_JFG4_AD_F	SRP214209	not applicable	gonads	ephippium
SRR9686456	Peteph	RNA-Seq	126	843229296	PRJNA552202	SAMN12247904	Model organism or animal	not applicable	462410908	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445795	Illumina HiSeq 2500	not applicable	Peteph_IPC1_JFG5_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Peteph_IPC1_JFG5_VE_F	female	Peteph_IPC1_JFG5_VE_F	SRP214209	not applicable	liver	ephippium
SRR9686457	Peteph	RNA-Seq	126	1306508742	PRJNA552202	SAMN12247911	Model organism or animal	not applicable	704926843	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445794	Illumina HiSeq 2500	not applicable	Peteph_IPC7_JGA4_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Peteph_IPC7_JGA4_BR_F	female	Peteph_IPC7_JGA4_BR_F	SRP214209	not applicable	brain	ephippium
SRR9686458	Peteph	RNA-Seq	126	1231806240	PRJNA552202	SAMN12247912	Model organism or animal	not applicable	626517080	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445793	Illumina HiSeq 2500	not applicable	Peteph_LOB3_NIG2_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis trewavasae ephippium	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	Peteph_LOB3_NIG2_VE_F	female	Peteph_LOB3_NIG2_VE_F	SRP214209	not applicable	liver	ephippium
SRR9686459	PcybrN	RNA-Seq	126	1364077008	PRJNA552202	SAMN12247831	Model organism or animal	not applicable	725263580	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445792	Illumina HiSeq 2500	not applicable	PcybrN_JXI5_KPH3_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI5_KPH3_GI_F	female	PcybrN_JXI5_KPH3_GI_F	SRP214209	not applicable	gills	
SRR9686460	PcybrN	RNA-Seq	126	1512692244	PRJNA552202	SAMN12247832	Model organism or animal	not applicable	742807518	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445791	Illumina HiSeq 2500	not applicable	PcybrN_JXI5_KPH4_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI5_KPH4_LP_F	female	PcybrN_JXI5_KPH4_LP_F	SRP214209	not applicable	lpj	
SRR9686461	PcybrN	RNA-Seq	126	903333060	PRJNA552202	SAMN12247823	Model organism or animal	not applicable	491058219	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445790	Illumina HiSeq 2500	not applicable	PcybrN_JXI3_KPF3_BR_M	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	PcybrN_JXI3_KPF3_BR_M	male	PcybrN_JXI3_KPF3_BR_M	SRP214209	not applicable	brain	
SRR9686462	PcybrN	RNA-Seq	126	1290405312	PRJNA552202	SAMN12247824	Model organism or animal	not applicable	673499442	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445789	Illumina HiSeq 2500	not applicable	PcybrN_JXI4_KPF9_VE_F	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI4_KPF9_VE_F	female	PcybrN_JXI4_KPF9_VE_F	SRP214209	not applicable	liver	
SRR9686463	PcybrN	RNA-Seq	126	2076958296	PRJNA552202	SAMN12247825	Model organism or animal	not applicable	1163973842	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445788	Illumina HiSeq 2500	not applicable	PcybrN_JXI4_KPG1_AD_F	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI4_KPG1_AD_F	female	PcybrN_JXI4_KPG1_AD_F	SRP214209	not applicable	gonads	
SRR9686464	PcybrN	RNA-Seq	126	1755521460	PRJNA552202	SAMN12247826	Model organism or animal	not applicable	965660927	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445787	Illumina HiSeq 2500	not applicable	PcybrN_JXI4_KPG2_GI_F	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:28:00Z	1	PcybrN_JXI4_KPG2_GI_F	female	PcybrN_JXI4_KPG2_GI_F	SRP214209	not applicable	gills	
SRR9686465	PcybrN	RNA-Seq	126	1466634708	PRJNA552202	SAMN12247827	Model organism or animal	not applicable	724379040	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445786	Illumina HiSeq 2500	not applicable	PcybrN_JXI4_KPG3_LP_F	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:27:00Z	1	PcybrN_JXI4_KPG3_LP_F	female	PcybrN_JXI4_KPG3_LP_F	SRP214209	not applicable	lpj	
SRR9686466	PcybrN	RNA-Seq	126	1486808064	PRJNA552202	SAMN12247828	Model organism or animal	not applicable	803350732	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445929	Illumina HiSeq 2500	not applicable	PcybrN_JXI4_KPG4_BR_F	SINGLE	unspecified	TRANSCRIPTOMIC	Paracyprichromis brieni	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:28:00Z	1	PcybrN_JXI4_KPG4_BR_F	female	PcybrN_JXI4_KPG4_BR_F	SRP214209	not applicable	brain	
SRR9686467	Petfam	RNA-Seq	126	1114647030	PRJNA552202	SAMN12247949	Model organism or animal	not applicable	601625373	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445784	Illumina HiSeq 2500	not applicable	Petfam_LNG9_MTI6_GI_M	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis famula	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Petfam_LNG9_MTI6_GI_M	male	Petfam_LNG9_MTI6_GI_M	SRP214209	not applicable	gills	
SRR9686468	Petfam	RNA-Seq	126	1098538938	PRJNA552202	SAMN12247950	Model organism or animal	not applicable	603412158	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445783	Illumina HiSeq 2500	not applicable	Petfam_LNG9_MTI7_LP_M	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis famula	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:28:00Z	1	Petfam_LNG9_MTI7_LP_M	male	Petfam_LNG9_MTI7_LP_M	SRP214209	not applicable	lpj	
SRR9686469	Petfam	RNA-Seq	126	1083734694	PRJNA552202	SAMN12247947	Model organism or animal	not applicable	580254031	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445782	Illumina HiSeq 2500	not applicable	Petfam_LNG9_MTI4_VE_M	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis famula	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Petfam_LNG9_MTI4_VE_M	male	Petfam_LNG9_MTI4_VE_M	SRP214209	not applicable	liver	
SRR9686470	Petfam	RNA-Seq	126	1228565520	PRJNA552202	SAMN12247948	Model organism or animal	not applicable	628510261	UNIVERSITY OF BASEL	public	not applicable	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	adult	not applicable	SRX6445781	Illumina HiSeq 2500	not applicable	Petfam_LNG9_MTI5_AD_M	SINGLE	unspecified	TRANSCRIPTOMIC	Petrochromis famula	ILLUMINA	2020-11-02T00:00:00Z	2019-07-15T15:26:00Z	1	Petfam_LNG9_MTI5_AD_M	male	Petfam_LNG9_MTI5_AD_M	SRP214209	not applicable	gonads	
